Activity_ID,Project_ID,Employee_ID,Activity_Date,Activity_Type,Hours_Worked,Cost,Tasks_Completed,Issues_Raised,Issues_Resolved
A002926,P0092,E047,2026-03-29,Project Administration,8.7,747.0,3,0,0
A002927,P0010,E046,2025-04-01,Kickoff,7.7,463.16,6,0,0
A002928,P0024,E022,2026-07-08,Stakeholder Meeting,6.6,405.94,0,0,1
A002929,P0034,E007,2025-04-04,Client Review,4.0,278.56,5,0,1
A002930,P0036,E012,2025-11-04,Analysis,6.6,509.72,2,0,0
A002931,P0024,E015,2026-09-10,Project Administration,2.1,171.41,3,0,0
A002932,P0117,E042,2025-09-06,Client Review,3.9,146.05,1,0,1
A002933,P0020,E014,2026-05-17,Project Administration,9.1,783.23,0,0,1
A002934,P0085,E019,2025-12-24,Project Administration,8.8,546.3,5,0,0
A002935,P0071,E043,2026-01-14,Kickoff,6.6,589.73,6,0,0
A002936,P0074,E009,2026-02-03,Quality Review,0.7,47.03,7,1,1
A002937,P0026,E034,2026-04-22,Client Review,2.5,158.87,1,1,2
A002938,P0037,E028,2025-09-18,Kickoff,3.8,177.55,6,0,0
A002939,P0073,E050,2026-08-31,Quality Review,5.1,322.2,0,0,0
A002940,P0036,E025,2025-11-11,Client Review,2.4,154.98,6,0,1
A002941,P0084,E027,2026-07-10,Issue Resolution,4.9,434.48,4,0,0
A002942,P0005,E043,2025-01-29,Stakeholder Meeting,9.9,873.43,6,2,3
A002943,P0009,E050,2026-04-20,Issue Resolution,6.5,417.2,0,0,1
A002944,P0088,E037,2026-01-12,Client Review,6.0,522.32,6,0,0
A002945,P0075,E035,2026-03-31,Kickoff,3.0,258.79,3,1,1
A002946,P0006,E044,2025-07-30,Analysis,1.4,128.66,4,1,1
A002947,P0108,E049,2025-03-16,Project Administration,2.4,136.07,4,0,0
A002948,P0001,E037,2026-06-25,Kickoff,1.3,62.05,5,1,2
A002949,P0115,E015,2025-07-26,Kickoff,5.7,522.32,4,1,2
A002950,P0088,E033,2025-11-30,Stakeholder Meeting,6.5,455.6,3,1,2
A002951,P0119,E012,2025-10-25,Project Administration,3.1,195.3,3,0,1
A002952,P0114,E026,2026-08-15,Client Review,5.9,352.16,0,1,1
A002953,P0038,E023,2025-09-28,Data Collection,9.2,368.78,5,0,1
A002954,P0091,E050,2025-07-10,Stakeholder Meeting,10.4,491.35,5,0,1
A002955,P0026,E028,2026-06-15,Project Administration,7.4,388.46,4,0,1
A002956,P0057,E048,2025-09-13,Data Collection,5.1,347.2,5,0,1
A002957,P0029,E041,2025-12-27,Reporting,7.3,481.82,2,0,1
A002958,P0059,E043,2025-10-16,Quality Review,8.9,601.39,1,0,0
A002959,P0105,E009,2025-12-05,Client Review,0.5,19.79,7,0,1
A002960,P0053,E039,2025-03-28,Client Review,9.2,327.39,7,1,1
A002961,P0012,E013,2026-04-23,Issue Resolution,4.1,257.44,6,0,1
A002962,P0039,E029,2026-07-22,Data Collection,4.2,195.76,0,0,0
A002963,P0095,E025,2025-11-10,Quality Review,4.6,407.1,4,1,1
A002964,P0063,E013,2025-09-26,Client Review,6.3,383.38,5,0,0
A002965,P0068,E050,2025-07-25,Stakeholder Meeting,2.7,151.52,0,1,1
A002966,P0052,E044,2025-10-19,Client Review,4.8,324.67,7,0,1
A002967,P0036,E029,2025-11-21,Reporting,6.8,494.47,6,0,1
A002968,P0072,E001,2026-05-12,Stakeholder Meeting,6.0,239.51,2,0,0
A002969,P0076,E010,2025-11-08,Kickoff,6.5,516.62,4,0,1
A002970,P0108,E012,2025-03-13,Project Administration,4.7,203.3,7,0,0
A002971,P0075,E049,2026-03-09,Issue Resolution,7.2,419.07,6,0,0
A002972,P0120,E021,2026-04-29,Project Administration,8.1,456.94,6,0,1
A002973,P0100,E003,2025-04-10,Analysis,8.0,553.2,7,0,1
A002974,P0010,E030,2025-03-05,Analysis,6.6,504.03,5,1,1
A002975,P0048,E048,2025-08-05,Analysis,7.8,647.78,7,0,0
A002976,P0047,E029,2025-06-27,Kickoff,7.7,513.04,7,1,1
A002977,P0001,E023,2026-06-29,Data Collection,12.2,540.75,0,1,1
A002978,P0022,E009,2026-06-23,Analysis,8.5,652.44,5,0,1
A002979,P0092,E044,2026-04-16,Project Administration,5.3,337.76,2,1,2
A002980,P0043,E006,2026-04-11,Data Collection,3.2,225.08,3,1,2
A002981,P0018,E047,2025-03-08,Quality Review,4.8,295.79,1,0,1
A002982,P0035,E012,2026-05-04,Quality Review,4.7,281.89,5,0,0
A002983,P0033,E007,2026-04-15,Stakeholder Meeting,6.8,524.15,6,0,0
A002984,P0021,E018,2026-02-26,Project Administration,3.7,245.85,3,1,1
A002985,P0013,E001,2025-03-01,Kickoff,8.5,740.08,5,0,1
A002986,P0092,E001,2026-05-14,Issue Resolution,2.0,159.21,2,0,1
A002987,P0099,E010,2026-04-27,Client Review,1.4,89.01,5,1,2
A002988,P0060,E035,2025-07-31,Analysis,5.2,248.83,0,0,1
A002989,P0074,E041,2026-01-17,Client Review,3.4,122.59,7,0,1
A002990,P0111,E013,2026-01-22,Stakeholder Meeting,2.4,113.58,3,0,1
A002991,P0102,E033,2026-01-03,Project Administration,3.9,202.32,4,1,2
A002992,P0004,E018,2025-02-09,Kickoff,3.6,151.51,6,0,1
A002993,P0115,E022,2025-07-20,Kickoff,5.5,413.3,0,0,0
A002994,P0009,E017,2026-05-04,Quality Review,3.9,212.8,7,0,0
A002995,P0004,E045,2025-06-22,Project Administration,4.2,154.62,4,0,1
A002996,P0049,E026,2025-06-03,Kickoff,5.5,336.67,7,2,2
A002997,P0090,E026,2025-07-24,Issue Resolution,8.0,656.47,4,0,1
A002998,P0010,E043,2025-02-23,Project Administration,9.2,509.54,1,0,1
A002999,P0036,E033,2025-10-22,Quality Review,5.9,525.93,4,1,1
A003000,P0032,E008,2026-03-06,Issue Resolution,6.1,525.62,4,0,1
A003001,P0048,E010,2025-07-01,Client Review,5.0,441.81,7,0,0
A003002,P0119,E018,2025-09-02,Data Collection,6.7,502.95,4,2,3
A003003,P0040,E005,2026-07-19,Issue Resolution,6.5,542.07,3,1,2
A003004,P0026,E035,2026-05-23,Client Review,8.8,513.38,1,0,1
A003005,P0015,E025,2025-08-11,Kickoff,0.8,61.27,2,0,1
A003006,P0024,E003,2026-10-06,Reporting,4.9,237.33,4,0,1
A003007,P0016,E021,2026-07-24,Reporting,6.3,297.88,2,0,1
A003008,P0069,E042,2026-03-10,Issue Resolution,5.4,494.73,2,0,1
A003009,P0051,E046,2025-09-05,Client Review,3.2,217.37,0,0,1
A003010,P0060,E049,2025-07-28,Quality Review,2.3,90.39,7,0,0
A003011,P0100,E047,2025-03-28,Analysis,7.5,351.29,6,0,0
A003012,P0070,E031,2026-08-24,Data Collection,3.6,225.65,2,1,1
A003013,P0019,E047,2026-04-07,Kickoff,1.1,94.33,1,2,2
A003014,P0046,E048,2026-03-07,Reporting,7.6,674.55,6,1,1
A003015,P0038,E032,2025-10-07,Project Administration,6.6,275.93,6,0,0
A003016,P0100,E021,2025-03-17,Kickoff,5.2,201.35,7,0,0
A003017,P0037,E049,2025-08-19,Client Review,3.2,135.36,4,0,0
A003018,P0017,E021,2025-12-30,Reporting,5.2,391.48,5,0,0
A003019,P0089,E009,2025-03-07,Data Collection,8.5,569.24,5,1,1
A003020,P0052,E006,2025-10-28,Data Collection,1.5,118.91,1,1,1
A003021,P0012,E029,2026-04-13,Analysis,1.6,112.96,4,0,1
A003022,P0083,E002,2025-05-10,Client Review,3.9,158.94,2,0,0
A003023,P0026,E006,2026-04-13,Analysis,5.4,272.47,6,0,1
A003024,P0105,E013,2026-01-25,Issue Resolution,4.3,236.04,7,1,2
A003025,P0100,E027,2025-04-02,Stakeholder Meeting,7.1,549.98,0,0,1
A003026,P0045,E024,2026-02-02,Kickoff,8.2,580.65,0,0,0
A003027,P0067,E026,2025-06-10,Kickoff,6.2,569.22,2,0,1
A003028,P0069,E026,2026-03-30,Stakeholder Meeting,6.9,301.75,0,1,2
A003029,P0079,E050,2026-05-27,Stakeholder Meeting,6.2,566.17,0,0,1
A003030,P0009,E011,2026-04-20,Client Review,5.5,265.15,7,0,0
A003031,P0039,E024,2026-08-16,Quality Review,2.3,127.9,4,1,2
A003032,P0021,E031,2026-04-07,Data Collection,2.9,107.52,6,1,1
A003033,P0084,E014,2026-05-30,Data Collection,2.1,110.86,4,0,0
A003034,P0009,E010,2026-04-11,Reporting,5.1,239.61,5,1,1
A003035,P0063,E003,2025-09-10,Stakeholder Meeting,6.1,293.01,5,0,0
A003036,P0088,E017,2026-01-06,Client Review,1.9,131.73,1,1,2
A003037,P0114,E013,2026-09-10,Project Administration,5.7,466.53,1,0,0
A003038,P0035,E010,2026-05-31,Stakeholder Meeting,3.3,263.0,3,1,1
A003039,P0001,E014,2026-10-09,Quality Review,2.8,237.3,2,1,2
A003040,P0087,E035,2026-03-03,Issue Resolution,3.9,307.63,6,0,1
A003041,P0001,E042,2026-07-16,Data Collection,2.7,252.69,2,0,1
A003042,P0008,E026,2025-10-08,Quality Review,7.0,252.76,2,1,1
A003043,P0119,E004,2025-10-21,Analysis,5.1,480.8,4,0,0
A003044,P0104,E037,2025-06-11,Reporting,7.5,446.92,1,1,1
A003045,P0085,E008,2026-02-10,Client Review,4.4,280.14,6,0,0
A003046,P0101,E003,2026-06-13,Data Collection,4.5,313.38,0,0,0
A003047,P0010,E029,2025-02-27,Data Collection,10.2,362.22,6,1,2
A003048,P0011,E022,2025-05-01,Kickoff,1.4,64.26,4,0,1
A003049,P0037,E016,2025-10-02,Kickoff,8.7,537.3,7,1,2
A003050,P0003,E049,2025-06-30,Kickoff,9.6,779.24,2,0,1
A003051,P0107,E005,2026-01-22,Client Review,7.4,645.32,7,0,1
A003052,P0007,E003,2026-09-01,Project Administration,4.7,206.16,6,0,1
A003053,P0066,E030,2026-02-01,Stakeholder Meeting,9.1,462.09,3,0,0
A003054,P0103,E021,2026-03-12,Issue Resolution,4.7,335.78,2,0,1
A003055,P0089,E041,2025-03-16,Client Review,3.7,209.64,1,0,0
A003056,P0029,E003,2026-01-05,Issue Resolution,4.5,237.94,1,0,0
A003057,P0057,E021,2025-09-02,Client Review,4.1,237.8,4,2,3
A003058,P0066,E008,2026-02-24,Data Collection,3.1,239.0,7,0,1
A003059,P0093,E003,2025-02-26,Quality Review,8.3,389.4,4,0,1
A003060,P0052,E024,2026-01-16,Quality Review,3.6,139.37,7,1,1
A003061,P0035,E037,2026-04-19,Reporting,5.4,190.12,6,0,0
A003062,P0096,E008,2026-04-17,Issue Resolution,1.9,126.54,5,0,1
A003063,P0107,E043,2026-02-18,Data Collection,5.6,280.01,5,2,2
A003064,P0059,E026,2025-11-05,Client Review,2.6,178.62,7,0,0
A003065,P0004,E025,2025-03-23,Issue Resolution,2.5,219.65,6,0,1
A003066,P0061,E047,2026-04-02,Data Collection,5.2,273.62,1,0,0
A003067,P0107,E017,2026-02-22,Stakeholder Meeting,8.1,372.72,4,1,2
A003068,P0119,E011,2025-09-21,Project Administration,6.6,231.62,3,0,1
A003069,P0049,E040,2025-03-13,Kickoff,6.8,638.39,7,1,1
A003070,P0019,E006,2026-06-03,Data Collection,5.2,343.25,1,0,1
A003071,P0069,E044,2026-03-09,Issue Resolution,4.7,390.69,6,0,0
A003072,P0100,E042,2025-03-30,Data Collection,7.5,648.64,3,1,1
A003073,P0114,E049,2026-05-19,Client Review,4.1,388.32,7,2,3
A003074,P0007,E024,2026-05-07,Project Administration,7.6,657.99,6,0,0
A003075,P0035,E032,2026-07-10,Quality Review,8.6,452.73,2,0,1
A003076,P0058,E045,2025-07-22,Quality Review,3.4,234.13,6,1,2
A003077,P0012,E007,2026-06-16,Stakeholder Meeting,3.8,352.5,1,0,1
A003078,P0107,E016,2026-04-07,Stakeholder Meeting,4.1,299.31,0,0,0
A003079,P0014,E024,2025-02-23,Stakeholder Meeting,1.8,146.06,4,0,0
A003080,P0080,E032,2026-06-02,Quality Review,4.3,384.42,3,1,2
A003081,P0111,E034,2026-01-25,Project Administration,8.8,632.01,1,0,1
A003082,P0083,E047,2025-05-15,Project Administration,2.9,221.99,7,0,0
A003083,P0092,E025,2026-02-17,Issue Resolution,8.8,618.61,0,0,0
A003084,P0032,E009,2026-04-24,Data Collection,4.4,243.4,4,0,1
A003085,P0100,E010,2025-03-22,Analysis,10.8,539.22,2,0,1
A003086,P0051,E041,2025-12-12,Client Review,3.8,277.45,2,0,1
A003087,P0008,E024,2025-10-05,Quality Review,5.1,478.72,1,0,1
A003088,P0044,E032,2025-11-18,Stakeholder Meeting,3.2,287.9,3,0,1
A003089,P0042,E029,2025-08-31,Analysis,3.8,180.85,5,0,0
A003090,P0063,E041,2025-08-27,Data Collection,8.8,752.98,2,1,1
A003091,P0032,E011,2026-05-22,Analysis,6.7,242.99,5,0,1
A003092,P0056,E009,2025-05-13,Stakeholder Meeting,8.1,569.97,3,0,0
A003093,P0052,E037,2025-11-16,Stakeholder Meeting,2.2,199.8,6,0,1
A003094,P0040,E022,2026-07-29,Quality Review,7.1,657.18,3,0,0
A003095,P0084,E041,2026-06-17,Analysis,3.1,220.67,2,1,2
A003096,P0037,E007,2025-06-22,Data Collection,2.2,160.27,4,0,1
A003097,P0092,E014,2026-04-03,Issue Resolution,6.1,356.21,5,1,2
A003098,P0031,E049,2025-12-18,Stakeholder Meeting,6.1,478.35,3,0,1
A003099,P0104,E043,2025-03-01,Analysis,5.6,278.56,7,2,2
A003100,P0044,E004,2025-10-23,Reporting,7.3,270.34,4,0,0
A003101,P0005,E041,2025-01-26,Quality Review,7.7,655.41,2,0,1
A003102,P0018,E004,2025-05-11,Reporting,9.2,355.32,0,0,1
A003103,P0097,E007,2025-09-29,Data Collection,2.5,187.21,3,0,0
A003104,P0105,E045,2025-12-14,Client Review,9.3,569.31,0,0,0
A003105,P0026,E007,2026-06-13,Data Collection,10.2,383.47,0,0,0
A003106,P0073,E016,2026-07-24,Issue Resolution,4.6,205.11,2,1,1
A003107,P0069,E007,2026-02-25,Stakeholder Meeting,1.3,53.36,2,1,1
A003108,P0017,E030,2025-12-31,Stakeholder Meeting,2.0,95.73,7,0,1
A003109,P0055,E003,2026-02-07,Stakeholder Meeting,4.3,314.4,5,0,0
A003110,P0084,E015,2026-06-18,Stakeholder Meeting,10.5,726.99,6,0,1
A003111,P0117,E017,2025-08-22,Reporting,5.5,335.37,4,1,1
A003112,P0102,E033,2025-12-07,Quality Review,4.0,342.33,0,0,0
A003113,P0012,E025,2026-06-18,Data Collection,3.8,304.7,6,0,1
A003114,P0029,E010,2026-01-07,Reporting,2.2,167.12,3,0,1
A003115,P0053,E024,2025-07-18,Analysis,7.7,546.18,3,0,1
A003116,P0019,E023,2026-05-30,Kickoff,5.3,406.86,4,0,0
A003117,P0069,E018,2026-04-05,Issue Resolution,10.7,519.97,1,1,2
A003118,P0002,E027,2025-09-02,Analysis,7.1,359.18,3,1,1
A003119,P0014,E017,2025-02-12,Reporting,7.6,401.94,4,2,3
A003120,P0006,E017,2025-07-30,Data Collection,4.9,389.37,5,0,1
A003121,P0036,E040,2025-10-08,Stakeholder Meeting,2.8,170.62,4,0,1
A003122,P0092,E013,2026-04-26,Stakeholder Meeting,3.3,305.48,7,1,1
A003123,P0022,E017,2026-06-26,Data Collection,2.1,78.57,7,0,1
A003124,P0119,E008,2025-08-27,Project Administration,7.8,452.32,0,0,0
A003125,P0033,E035,2026-02-20,Analysis,4.5,199.28,0,1,1
A003126,P0006,E036,2025-07-27,Reporting,7.9,663.44,4,0,0
A003127,P0041,E034,2026-05-05,Reporting,5.8,369.9,6,0,1
A003128,P0090,E009,2025-08-10,Stakeholder Meeting,4.8,346.56,4,0,1
A003129,P0013,E023,2025-03-13,Reporting,2.6,184.28,1,0,1
A003130,P0009,E015,2026-05-15,Reporting,6.3,250.39,4,0,1
A003131,P0102,E039,2025-12-07,Kickoff,5.0,410.12,7,0,0
A003132,P0072,E017,2026-06-25,Client Review,7.8,657.69,1,0,1
A003133,P0042,E021,2025-10-09,Data Collection,3.7,264.35,3,1,1
A003134,P0091,E023,2025-06-04,Stakeholder Meeting,7.0,363.0,5,1,2
A003135,P0102,E039,2026-02-05,Stakeholder Meeting,9.6,753.08,3,1,2
A003136,P0044,E036,2025-12-10,Quality Review,6.2,477.65,0,1,1
A003137,P0068,E041,2025-06-04,Kickoff,7.5,673.14,5,0,1
A003138,P0002,E022,2025-10-14,Client Review,6.9,290.08,5,0,1
A003139,P0037,E041,2025-07-04,Stakeholder Meeting,10.2,913.8,5,0,0
A003140,P0072,E044,2026-06-10,Kickoff,6.4,564.64,5,0,1
A003141,P0024,E027,2026-08-23,Kickoff,7.2,380.53,5,1,1
A003142,P0119,E034,2025-09-26,Quality Review,5.4,421.05,2,0,1
A003143,P0117,E046,2025-09-03,Reporting,3.6,182.96,0,1,2
A003144,P0031,E042,2025-12-03,Quality Review,2.5,122.76,7,0,1
A003145,P0048,E014,2025-06-12,Client Review,8.7,639.38,1,0,0
A003146,P0023,E036,2025-06-19,Client Review,3.0,114.01,6,1,2
A003147,P0061,E023,2026-03-25,Issue Resolution,7.4,301.84,4,0,1
A003148,P0015,E008,2025-09-02,Project Administration,6.5,484.96,4,1,2
A003149,P0047,E019,2025-05-23,Issue Resolution,7.8,718.47,0,1,1
A003150,P0067,E049,2025-05-08,Issue Resolution,4.2,155.58,7,1,2
A003151,P0074,E048,2025-12-05,Stakeholder Meeting,3.5,127.31,4,1,1
A003152,P0072,E040,2026-07-08,Quality Review,6.4,252.71,6,0,1
A003153,P0027,E050,2025-11-26,Reporting,4.8,168.48,6,0,1
A003154,P0096,E029,2026-01-20,Data Collection,2.4,217.68,1,1,2
A003155,P0084,E038,2026-05-20,Client Review,10.3,653.46,7,0,1
A003156,P0091,E009,2025-06-03,Reporting,3.5,267.84,4,0,1
A003157,P0057,E015,2025-09-14,Quality Review,3.0,179.95,1,0,1
A003158,P0108,E009,2025-02-27,Issue Resolution,4.9,464.69,4,0,0
A003159,P0047,E047,2025-05-27,Client Review,8.6,548.64,4,0,1
A003160,P0097,E031,2025-10-08,Project Administration,0.5,45.68,5,2,3
A003161,P0025,E047,2025-08-21,Project Administration,8.4,621.4,2,0,1
A003162,P0030,E021,2026-02-27,Issue Resolution,3.2,293.97,7,0,1
A003163,P0064,E021,2025-10-12,Analysis,6.2,401.19,1,0,1
A003164,P0067,E034,2025-06-22,Data Collection,3.8,333.38,3,0,1
A003165,P0090,E029,2025-06-24,Analysis,10.5,577.85,6,0,1
A003166,P0036,E019,2025-10-13,Client Review,5.8,433.1,0,1,2
A003167,P0105,E016,2026-01-31,Issue Resolution,3.7,266.52,3,0,1
A003168,P0040,E026,2026-04-20,Issue Resolution,4.7,301.79,3,0,1
A003169,P0065,E004,2025-06-02,Client Review,5.7,371.01,6,0,1
A003170,P0112,E010,2025-05-14,Client Review,5.9,266.72,6,0,1
A003171,P0065,E003,2025-07-17,Project Administration,6.6,589.79,6,1,2
A003172,P0082,E008,2026-01-22,Client Review,5.5,342.39,2,1,2
A003173,P0110,E010,2026-05-12,Data Collection,2.1,92.59,3,1,2
A003174,P0117,E004,2025-10-26,Quality Review,4.6,355.39,0,1,1
A003175,P0060,E003,2025-08-16,Stakeholder Meeting,7.0,550.41,6,0,1
A003176,P0051,E041,2025-10-04,Reporting,3.8,143.29,2,1,2
A003177,P0024,E010,2026-08-19,Reporting,7.2,395.78,3,0,0
A003178,P0065,E028,2025-04-27,Analysis,5.6,392.31,5,1,2
A003179,P0111,E005,2026-02-03,Analysis,5.0,421.47,6,0,1
A003180,P0059,E048,2025-11-15,Kickoff,8.5,455.91,0,0,0
A003181,P0042,E012,2025-09-26,Analysis,1.2,63.58,6,0,1
A003182,P0013,E038,2025-03-23,Issue Resolution,3.8,300.94,3,0,0
A003183,P0047,E033,2025-06-26,Reporting,8.6,414.11,3,0,1
A003184,P0029,E039,2025-11-25,Project Administration,10.1,896.48,1,0,1
A003185,P0118,E032,2025-11-10,Project Administration,11.2,923.16,5,2,3
A003186,P0064,E026,2025-12-29,Issue Resolution,5.6,496.07,3,0,0
A003187,P0017,E039,2026-01-08,Data Collection,6.6,371.08,0,0,1
A003188,P0009,E041,2026-04-15,Stakeholder Meeting,7.5,337.08,1,0,0
A003189,P0103,E019,2025-12-03,Kickoff,8.7,609.9,5,0,0
A003190,P0112,E048,2025-04-08,Kickoff,6.3,292.31,0,0,0
A003191,P0092,E050,2026-05-22,Analysis,7.8,397.54,4,0,1
A003192,P0015,E037,2025-08-18,Analysis,6.6,389.62,5,0,0
A003193,P0012,E047,2026-07-11,Kickoff,6.8,426.79,7,0,0
A003194,P0024,E006,2026-08-04,Issue Resolution,3.2,173.9,1,0,0
A003195,P0091,E028,2025-08-04,Quality Review,4.7,244.79,2,0,0
A003196,P0092,E033,2026-04-27,Reporting,4.2,209.18,1,1,1
A003197,P0101,E047,2026-05-12,Reporting,2.5,191.02,7,1,1
A003198,P0012,E007,2026-03-10,Project Administration,1.4,74.69,4,0,1
A003199,P0019,E041,2026-06-14,Data Collection,4.4,337.32,7,0,1
A003200,P0109,E004,2025-12-11,Stakeholder Meeting,4.8,381.95,0,1,1
A003201,P0112,E018,2025-03-23,Analysis,5.8,451.55,5,0,0
A003202,P0088,E035,2025-12-27,Quality Review,6.9,620.08,0,0,0
A003203,P0013,E015,2025-04-17,Quality Review,6.0,553.61,0,0,1
A003204,P0009,E042,2026-05-16,Issue Resolution,4.9,214.68,3,0,1
A003205,P0007,E047,2026-06-07,Reporting,3.2,173.55,2,1,1
A003206,P0084,E008,2026-06-16,Analysis,7.7,633.4,2,1,2
A003207,P0102,E013,2026-01-18,Reporting,5.2,425.92,0,0,0
A003208,P0076,E004,2025-11-04,Project Administration,4.4,172.73,4,0,0
A003209,P0032,E036,2026-03-07,Reporting,5.0,463.61,2,1,2
A003210,P0091,E045,2025-07-08,Reporting,3.7,319.58,7,0,1
A003211,P0008,E031,2025-10-02,Data Collection,4.2,373.6,6,0,1
A003212,P0100,E007,2025-03-21,Kickoff,4.1,193.78,3,0,0
A003213,P0108,E009,2025-02-14,Data Collection,4.8,312.26,6,1,2
A003214,P0087,E002,2026-03-16,Kickoff,7.1,436.17,4,1,1
A003215,P0106,E025,2026-03-14,Quality Review,6.5,368.02,3,0,0
A003216,P0071,E037,2026-01-21,Issue Resolution,9.4,457.23,7,1,2
A003217,P0057,E008,2025-07-30,Quality Review,8.5,368.7,4,0,1
A003218,P0039,E043,2026-07-01,Reporting,10.4,907.2,3,0,1
A003219,P0111,E013,2026-01-23,Issue Resolution,6.9,461.1,4,1,2
A003220,P0084,E026,2026-06-04,Client Review,6.9,490.24,6,1,2
A003221,P0023,E034,2025-06-11,Reporting,4.3,217.99,5,0,1
A003222,P0115,E027,2025-04-12,Issue Resolution,7.6,692.38,4,0,0
A003223,P0008,E024,2025-11-29,Analysis,3.9,355.61,1,2,2
A003224,P0071,E017,2026-01-31,Stakeholder Meeting,1.8,135.52,5,0,0
A003225,P0023,E022,2025-07-10,Stakeholder Meeting,9.3,504.37,3,0,0
A003226,P0080,E012,2026-04-04,Issue Resolution,2.4,117.53,7,0,0
A003227,P0050,E015,2025-03-21,Stakeholder Meeting,6.6,466.73,7,0,0
A003228,P0053,E038,2025-07-23,Project Administration,3.3,280.41,0,0,1
A003229,P0081,E045,2025-12-19,Data Collection,8.3,772.06,7,0,0
A003230,P0091,E043,2025-04-27,Data Collection,8.7,340.1,7,0,0
A003231,P0046,E017,2025-12-08,Client Review,6.8,374.35,7,0,0
A003232,P0120,E017,2026-03-06,Client Review,8.6,502.83,3,0,1
A003233,P0060,E003,2025-07-30,Client Review,5.5,314.28,2,0,0
A003234,P0020,E014,2026-06-04,Analysis,11.1,833.24,4,0,1
A003235,P0001,E030,2026-06-06,Kickoff,7.4,501.96,7,0,1
A003236,P0025,E014,2025-11-01,Analysis,3.2,283.14,3,1,2
A003237,P0083,E037,2025-04-16,Quality Review,5.7,275.61,7,2,3
A003238,P0065,E003,2025-06-29,Stakeholder Meeting,5.1,300.7,2,0,1
A003239,P0041,E021,2026-04-18,Project Administration,4.9,330.6,6,1,2
A003240,P0058,E015,2025-09-23,Issue Resolution,1.4,117.61,0,1,2
A003241,P0101,E025,2026-06-01,Client Review,6.5,548.56,6,0,0
A003242,P0069,E002,2026-03-02,Kickoff,2.0,173.12,7,1,1
A003243,P0007,E021,2026-05-31,Data Collection,0.5,33.07,5,0,0
A003244,P0006,E040,2025-09-09,Stakeholder Meeting,4.6,227.68,4,0,0
A003245,P0058,E043,2025-08-11,Reporting,3.6,282.87,3,0,0
A003246,P0049,E013,2025-03-22,Client Review,3.3,304.53,6,0,1
A003247,P0103,E022,2026-03-09,Analysis,0.5,26.06,1,1,2
A003248,P0070,E035,2026-07-23,Kickoff,3.4,159.47,2,1,2
A003249,P0091,E024,2025-07-19,Analysis,5.1,185.38,1,0,1
A003250,P0071,E028,2026-01-09,Issue Resolution,3.9,292.45,2,0,0
A003251,P0042,E018,2025-09-04,Project Administration,6.5,440.06,4,1,2
A003252,P0079,E042,2026-05-15,Project Administration,9.0,387.75,2,1,1
A003253,P0075,E032,2026-02-08,Reporting,6.8,319.4,3,0,1
A003254,P0087,E049,2026-03-28,Kickoff,8.1,605.34,1,0,1
A003255,P0023,E039,2025-07-15,Project Administration,8.3,507.64,2,0,1
A003256,P0077,E019,2025-11-27,Data Collection,3.0,146.98,3,0,1
A003257,P0035,E017,2026-07-17,Analysis,6.6,470.91,1,1,1
A003258,P0095,E005,2025-11-24,Project Administration,8.0,305.28,7,1,1
A003259,P0096,E032,2026-04-20,Quality Review,4.4,158.28,7,1,2
A003260,P0075,E038,2026-04-25,Data Collection,3.5,177.28,7,0,0
A003261,P0114,E018,2026-08-26,Quality Review,6.8,356.12,0,1,2
A003262,P0065,E002,2025-06-05,Kickoff,1.8,74.27,3,1,2
A003263,P0004,E042,2025-02-25,Analysis,2.8,117.3,6,1,2
A003264,P0073,E012,2026-04-21,Project Administration,3.8,171.26,2,1,2
A003265,P0094,E030,2025-04-16,Analysis,6.6,517.95,1,0,0
A003266,P0013,E003,2025-04-02,Project Administration,6.0,500.22,4,0,0
A003267,P0013,E004,2025-03-21,Quality Review,8.1,371.76,0,0,1
A003268,P0033,E045,2026-02-19,Reporting,3.2,238.1,4,0,0
A003269,P0102,E034,2025-11-29,Client Review,3.1,151.96,3,0,0
A003270,P0064,E001,2025-07-27,Quality Review,6.8,597.06,5,1,2
A003271,P0118,E006,2025-12-05,Kickoff,3.5,178.97,5,0,1
A003272,P0105,E025,2026-01-24,Project Administration,4.0,171.15,4,0,1
A003273,P0067,E035,2025-07-31,Quality Review,0.9,55.21,4,0,1
A003274,P0082,E022,2025-12-25,Reporting,6.2,274.37,0,0,1
A003275,P0040,E044,2026-03-27,Quality Review,9.4,440.88,7,1,2
A003276,P0011,E033,2025-03-01,Reporting,2.9,160.5,0,0,1
A003277,P0048,E031,2025-07-18,Stakeholder Meeting,8.1,604.61,7,1,1
A003278,P0072,E015,2026-07-15,Issue Resolution,5.4,226.86,7,2,3
A003279,P0022,E035,2026-05-17,Analysis,1.1,57.25,5,1,1
A003280,P0027,E044,2025-11-04,Reporting,3.3,285.46,5,1,2
A003281,P0002,E003,2025-09-22,Reporting,3.1,159.42,0,0,1
A003282,P0089,E037,2025-04-05,Quality Review,4.7,212.0,7,2,2
A003283,P0108,E044,2025-02-27,Kickoff,6.5,435.61,4,0,1
A003284,P0100,E022,2025-04-04,Stakeholder Meeting,10.1,373.69,2,1,1
A003285,P0046,E039,2026-01-29,Kickoff,1.9,158.15,5,0,1
A003286,P0072,E018,2026-05-08,Quality Review,4.3,207.9,4,0,1
A003287,P0116,E010,2026-07-09,Client Review,3.3,141.81,2,1,1
